id,word,ipa,meaning,level,unit,image,sentence_en,sentence_vi
"vocab-L4-L4-U06-W09","grateful","/ɡrˈeɪtfəl/","biết ơn","L4","L4-U06","🙏","I feel grateful today.","Hôm nay bé cảm thấy biết ơn."
"vocab-L4-L4-U06-W10","embarrassed","/ɪmbˈɛrəst/","xấu hổ/ngượng","L4","L4-U06","😳","I feel embarrassed today.","Hôm nay bé cảm thấy xấu hổ/ngượng."
"vocab-L4-L4-U07-W01","country","/kˈʌntri/","quốc gia","L4","L4-U07","🌐","Vietnam is a beautiful country.","Việt Nam là một quốc gia xinh đẹp."
"vocab-L4-L4-U07-W02","language","/lˈæŋɡwədʒ/","ngôn ngữ","L4","L4-U07","🗣️","English is an international language.","Tiếng Anh là một ngôn ngữ quốc tế."
"vocab-L4-L4-U07-W03","culture","/kˈʌltʃɚ/","văn hóa","L4","L4-U07","⛩️","Food is part of a culture.","Ẩm thực là một phần của văn hóa."
"vocab-L4-L4-U07-W04","tradition","/trədˈɪʃən/","truyền thống","L4","L4-U07","📜","Families keep special traditions.","Các gia đình gìn giữ những truyền thống đặc biệt."
"vocab-L4-L4-U07-W05","custom","/kˈʌstəm/","phong tục","L4","L4-U07","🏮","Greeting politely is an important custom.","Chào hỏi lịch sự là một phong tục quan trọng."
"vocab-L4-L4-U07-W06","national","/nˈæʃənəl/","thuộc quốc gia","L4","L4-U07","🏛️","This is a national celebration.","Đây là một lễ kỷ niệm cấp quốc gia."
"vocab-L4-L4-U07-W07","local","/lˈoʊkəl/","địa phương","L4","L4-U07","🏡","We buy fruit at the local market.","Chúng ta mua trái cây ở chợ địa phương."
"vocab-L4-L4-U07-W08","foreign","/fˈɔrən/","nước ngoài","L4","L4-U07","✈️","She is learning a foreign language.","Bạn ấy đang học một ngoại ngữ."
"vocab-L4-L4-U07-W09","famous","/fˈeɪməs/","nổi tiếng","L4","L4-U07","🌟","This city is famous for its food.","Thành phố này nổi tiếng về ẩm thực."
"vocab-L4-L4-U07-W10","history","/hˈɪstɚi/","lịch sử","L4","L4-U07","📜","We learn about history at the museum.","Chúng ta học lịch sử tại bảo tàng."
"vocab-L4-L4-U08-W01","account","/əkˈaʊnt/","tài khoản","L4","L4-U08","👤","Use a strong password for your account.","Hãy dùng mật khẩu mạnh cho tài khoản."
"vocab-L4-L4-U08-W02","private","/prˈaɪvət/","riêng tư","L4","L4-U08","🔒","Keep personal information private.","Hãy giữ thông tin cá nhân riêng tư."
"vocab-L4-L4-U08-W03","public","/pˈʌblɪk/","công khai","L4","L4-U08","🌐","A public post can be seen by many people.","Bài đăng công khai có thể được nhiều người xem."
"vocab-L4-L4-U08-W04","download","/dˈaʊnlˌoʊd/","tải xuống","L4","L4-U08","📥","Ask an adult before you download a file.","Hãy hỏi người lớn trước khi tải tệp xuống."
"vocab-L4-L4-U08-W05","upload","/ˈʌplˌoʊd/","tải lên","L4","L4-U08","📤","Ask for permission before you upload a photo.","Hãy xin phép trước khi tải ảnh lên."
"vocab-L4-L4-U08-W06","online","/ˈɔnlˌaɪn/","trực tuyến","L4","L4-U08","💻","Be kind when you talk online.","Hãy tử tế khi giao tiếp trực tuyến."
"vocab-L4-L4-U08-W07","safe","/sˈeɪf/","an toàn","L4","L4-U08","🛡️","This website is safe for children.","Trang web này an toàn cho trẻ em."
"vocab-L4-L4-U08-W08","dangerous","/dˈeɪndʒɚəs/","nguy hiểm","L4","L4-U08","⚠️","Do not open a dangerous link.","Không mở đường liên kết nguy hiểm."
"vocab-L4-L4-U08-W09","report","/ripˈɔrt/","báo cáo/báo cho người lớn","L4","L4-U08","🚨","Report unsafe content to an adult.","Hãy báo nội dung không an toàn cho người lớn."
"vocab-L4-L4-U08-W10","permission","/pɚmˈɪʃən/","sự cho phép","L4","L4-U08","🔑","Ask for permission before sharing a photo.","Hãy xin phép trước khi chia sẻ ảnh."
"vocab-L4-L4-U09-W01","character","/kˈɛrɪktɚ/","nhân vật","L4","L4-U09","🎭","The main character is a brave girl.","Nhân vật chính là một cô bé dũng cảm."
"vocab-L4-L4-U09-W02","setting","/sˈɛtɪŋ/","bối cảnh","L4","L4-U09","🌄","The setting is a quiet forest.","Bối cảnh là một khu rừng yên tĩnh."
"vocab-L4-L4-U09-W03","beginning","/bɪɡˈɪnɪŋ/","phần mở đầu","L4","L4-U09","🎬","The beginning introduces the characters.","Phần mở đầu giới thiệu các nhân vật."
"vocab-L4-L4-U09-W04","middle","/mˈɪdəl/","phần giữa","L4","L4-U09","⏳","The middle shows the main problem.","Phần giữa thể hiện vấn đề chính."
"vocab-L4-L4-U09-W05","ending","/ˈɛndɪŋ/","phần kết","L4","L4-U09","🏁","The ending tells how the story finishes.","Phần kết cho biết câu chuyện kết thúc thế nào."
"vocab-L4-L4-U09-W06","event","/ɪvˈɛnt/","sự kiện","L4","L4-U09","⚡","A surprising event changes the story.","Một sự kiện bất ngờ làm thay đổi câu chuyện."
"vocab-L4-L4-U09-W07","adventure","/ædvˈɛntʃɚ/","cuộc phiêu lưu","L4","L4-U09","🧭","The children begin an adventure.","Các bạn nhỏ bắt đầu một cuộc phiêu lưu."
"vocab-L4-L4-U09-W08","mystery","/mˈɪstɚi/","điều bí ẩn","L4","L4-U09","🕵️","The missing key is a mystery.","Chiếc chìa khóa bị mất là một điều bí ẩn."
"vocab-L4-L4-U09-W09","imagine","/ˌɪmˈædʒən/","tưởng tượng","L4","L4-U09","💭","Imagine a city in the clouds.","Hãy tưởng tượng một thành phố trên mây."
"vocab-L4-L4-U09-W10","create","/kriˈeɪt/","tạo ra","L4","L4-U09","🎨","Create a new ending for the story.","Hãy tạo một kết thúc mới cho câu chuyện."
"vocab-L4-L4-U10-W01","dream","/drˈim/","ước mơ","L4","L4-U10","🌟","My dream is to become a scientist.","Ước mơ của bé là trở thành nhà khoa học."
"vocab-L4-L4-U10-W02","goal","/ɡˈoʊl/","mục tiêu","L4","L4-U10","🎯","My goal is to read ten pages.","Mục tiêu của bé là đọc mười trang."
"vocab-L4-L4-U10-W03","future","/fjˈutʃɚ/","tương lai","L4","L4-U10","🚀","I want to learn more in the future.","Bé muốn học thêm trong tương lai."
"vocab-L4-L4-U10-W04","practice","/prˈæktəs/","luyện tập","L4","L4-U10","🏋️","I practice English every day.","Bé luyện tiếng Anh mỗi ngày."
"vocab-L4-L4-U10-W05","progress","/prˈɑɡrˌɛs/","sự tiến bộ","L4","L4-U10","📈","I can see my progress this week.","Bé có thể thấy sự tiến bộ trong tuần này."
"vocab-L4-L4-U10-W06","success","/səksˈɛs/","thành công","L4","L4-U10","🏆","Hard work can lead to success.","Chăm chỉ có thể dẫn đến thành công."
"vocab-L4-L4-U10-W07","challenge","/tʃˈæləndʒ/","thử thách","L4","L4-U10","⛰️","This puzzle is a fun challenge.","Câu đố này là một thử thách thú vị."
"vocab-L4-L4-U10-W08","learn","/lˈɝn/","học","L4","L4-U10","📚","I learn from my mistakes.","Bé học từ những lỗi sai."
"vocab-L4-L4-U10-W09","achieve","/ətʃˈiv/","đạt được","L4","L4-U10","🏅","I can achieve my goal step by step.","Bé có thể đạt mục tiêu từng bước."
"vocab-L4-L4-U10-W10","promise","/prˈɑməs/","lời hứa/hứa","L4","L4-U10","🤝","I promise to keep trying.","Bé hứa sẽ tiếp tục cố gắng."
